Fold,Train_Period,Val_Period,Train_RMSE,Train_R2,Val_RMSE,Val_R2,Val_MAE,Val_Bias,Top10_RMSE,Top1_RMSE,Top10_Bias,Quantile_Coverage,winter_Top10_RMSE,post_monsoon_Top10_RMSE,summer_Top10_RMSE,monsoon_Top10_RMSE
1,2019-07-15 to 2020-07-15,2020-07-15 to 2020-10-15,15.026870885095459,0.6145021171469631,5.34531698374393,0.5325948505548357,3.95991736741878,-1.298350751995615e-15,10.126935417871195,15.744613283453655,-7.275360965720793,0.9379014989293362,,5.550342767243196,,10.86396571889037
2,2020-07-15 to 2021-07-15,2021-07-15 to 2021-10-15,10.78669001852255,0.8211330097731727,7.643085903251594,0.25157570557550457,5.98473937526781,8.84722472541759e-16,14.872737961438371,26.107165775265816,-13.612710041617515,0.9195849546044098,,14.336339665150973,,15.007631621409935
3,2021-07-15 to 2022-07-15,2022-07-15 to 2022-10-15,18.82892006463982,0.7285633931710013,6.248505821143366,0.383426514959741,4.484448779375505,0.0,14.18401035731861,30.13507033575256,-10.815591860944286,0.9912115505335845,,23.01388872152951,,11.629892485833095
4,2022-07-15 to 2023-07-15,2023-07-15 to 2023-10-15,9.00398530533819,0.7238760875571915,4.4754990304434115,0.41906020449945125,3.620900995989231,-7.804588401941603e-16,7.8669373586318265,14.165582497095272,-6.646866503803359,0.9458428680396643,,9.118487090652161,,7.857220045516685
